asset,rated_power_mw,energy_capacity_mwh,load_id,generator_id,valid_from,valid_to,state,county,postcode,latitude,longitude,load_zone,voltage_kv,import_capacity_mw,export_capacity_mw,commissioning_date,tech_type,is_co_located,co_located_type,co_located_mw,zone,owner,qse_id,qse,dme_id,dme,settlement_point_name,integrator,developer,manufacturer
Carrizo Springs,9.9,14.3,CARRIZO_LD1,CARRIZO_BESS1,2025-12-04,2050-01-01,Texas,Dimmit,,28.517721,-99.934508,,,,,2025-12-04,,False,,,South,REX Storage Holdings,1114,Tenaska,1118,REGIS CARRIZO SPRINGS LLC,CARRIZO_ESR1,,,
Carina,150.0,300.0,CARN_ESS_LD1,CARN_ESS_BES1,2025-09-25,2050-01-01,Texas,Nueces,,27.81922,-97.53546,south,138,150.0,150.0,2025-09-18,,False,,,South,ENGIE,1131,ENGIE ENERGY MARKETING NA INC,53,ENGIE,CARN_ESS_RN,,ENGIE,
Carina,150.0,300.0,CARN_ESS_LD1,CARN_ESS_BES1,2025-09-18,2025-09-24,Texas,Nueces,,27.81922,-97.53546,south,138,150.0,150.0,2025-09-18,,False,,,South,ENGIE,1124,ENGIE,53,ENGIE,CARN_ESS_RN,,ENGIE,
Carambola,100.9,199.6,,,2026-06-26,2049-12-31,Texas,Hidalgo,,26.24973,-98.23883,south,,,,2026-06-26,Battery,False,,,South,SMT Energy,1160,HABITAT ENERGY INC (QSE),1157,HABITAT ENERGY INC (DME),CARA_ESS_RN,,SMT Energy,
Cameron,16.4,32.8,CAMWIND_LD1,CAMWIND_BESS1,2024-03-26,2050-01-01,Texas,Cameron,,26.195278,-97.46611,south,,16.4,16.4,2024-03-26,Battery,True,Wind,165.0,Coastal,Apex Clean Energy,56,Tenaska,49,Cameron Wind,CAMWIND_RN,,Apex Clean Energy,
Callisto 1 Energy Center Unit 2,101.5,212.5,CLO_LD2,CLO_BESS2,2024-08-15,2050-01-01,Texas,Harris,,29.646811,-95.45054,houston,,,,2024-08-15,Battery,False,,,Houston,Jupiter Power,82,MERCURIA ENERGY AMERICA LLC (SQ1),59,MERCURIA ENERGY AMERICA LLC,CLO_RN,,Jupiter Power,
Callisto 1 Energy Center Unit 1,101.5,212.5,CLO_LD1,CLO_BESS1,2025-05-22,2050-01-01,Texas,Harris,,29.646811,-95.45054,houston,,,,2024-08-15,Battery,False,,,Houston,Jupiter Power,82,MERCURIA ENERGY AMERICA LLC (SQ1),59,MERCURIA ENERGY AMERICA LLC,CLO_RN,,Jupiter Power,
Callisto 1 Energy Center Unit 1,101.5,212.5,CLO_LD1,CLO_BESS1,2024-08-15,2025-05-21,Texas,Harris,,29.646811,-95.45054,houston,,,,2024-08-15,Battery,False,,,Houston,Jupiter Power,14,TENASKA POWER SERVICES CO,58,CALLISTO I ENERGY CENTER LLC,CLO_RN,,Jupiter Power,
Cachi,200.0,400.0,CACH_ESS_LD1,CACH_ESS_BESS1,2025-09-08,2050-01-01,Texas,Guadalupe,,29.65313,-98.01516,south,138,200.0,200.0,2025-09-08,,False,,,South,ENGIE,1131,ENGIE ENERGY MARKETING NA INC,53,ENGIE,CACH_ESS_RN,,ENGIE,
Byrd Ranch,50.0,50.0,BYRDR_ES_LD1,BYRDR_ES_BESS1,2023-07-19,2050-01-31,,Brazoria,77480,29.056,-95.686,houston,,,,2022-10-21,Battery,False,,,Coastal,GlidePath,58,HABITAT ENERGY INC (QSE),8,BYRD RANCH STORAGE LLC,BYRDR_ES_ALL,,,
Byrd Ranch,50.0,50.0,BYRDR_ES_LD1,BYRDR_ES_BESS1,2022-10-21,2023-07-18,,Brazoria,77480,29.056,-95.686,houston,,,,2022-10-21,Battery,False,,,Coastal,GlidePath,11,UNIPER GLOBAL COMMODITIES NORTH AMERICA LLC,8,BYRD RANCH STORAGE LLC,BYRDR_ES_ALL,,,
Bypass,208.0,400.0,,,2026-02-06,2050-01-01,Texas,Fort Bend,,29.484448,-95.62164,,345,,,2026-02-06,Battery,False,,,Coast,Aypa Power,1145,CONSTELLATION ENERGY GENERATION LLC,1126,CONSTELLATION ENERGY GENERATION LLC,BYP_RN,Canadian Solar,Aypa Power,Canadian Solar
Burksol,103.0,200.0,BKSL_ESS_LD1,BKSL_ESS_BESS1,2025-04-10,2050-01-01,Texas,Dickens,,33.781511,-100.8775,west,345,,,2025-03-31,,False,,,Panhandle,esVolta,1111,ESV ENERGY MANAGEMENT LLC,1080,BURKSOL LLC,BKSL_RN,,Black Mountain Energy Storage,
Burksol,103.0,200.0,BKSL_ESS_LD1,BKSL_ESS_BESS1,2025-03-31,2025-04-09,Texas,Dickens,,33.781511,-100.8775,west,345,,,2025-03-31,,False,,,Panhandle,esVolta,95,GRIDMATIC EQUISETUM LLC,1080,BURKSOL LLC,BKSL_RN,,Black Mountain Energy Storage,
BRP Angleton (DGR),10.0,10.0,ANGLETON_LD1,ANGLETON_UNIT1,2024-05-01,2050-01-01,,Brazoria,77515,29.167065,-95.44065,houston,,,,2020-12-10,Battery,False,,,Coastal,ENGIE,77,ENGIE ENERGY MARKETING NA INC,53,ENGIE,BRPANGLE_RN,,,
BRP Angleton (DGR),10.0,10.0,ANGLETON_LD1,ANGLETON_UNIT1,2023-10-09,2024-04-30,,Brazoria,77515,29.167065,-95.44065,houston,,,,2020-12-10,Battery,False,,,Coastal,ENGIE,54,BROAD REACH QSE I LLC (,39,BRP INTERMEDIATECO I LLC,BRPANGLE_RN,,,
BRP Angleton (DGR),10.0,10.0,ANGLETON_LD1,ANGLETON_UNIT1,2023-09-01,2023-10-08,,Brazoria,77515,29.167065,-95.44065,houston,,,,2020-12-10,Battery,False,,,Coastal,ENGIE,54,BROAD REACH QSE I LLC (,4,BRP INTERMEDIATECO I LLC,BRPANGLE_RN,,,
BRP Angleton (DGR),10.0,10.0,ANGLETON_LD1,ANGLETON_UNIT1,2023-04-26,2023-08-31,,Brazoria,77515,29.167065,-95.44065,houston,,,,2020-12-10,Battery,False,,,Coastal,Broad Reach Power LLC,54,BROAD REACH QSE I LLC (,4,BRP INTERMEDIATECO I LLC,BRPANGLE_RN,,,
BRP Angleton (DGR),10.0,10.0,ANGLETON_LD1,ANGLETON_UNIT1,2022-10-26,2023-04-25,,Brazoria,77515,29.167065,-95.44065,houston,,,,2020-12-10,Battery,False,,,Coastal,Broad Reach Power LLC,7,BROAD REACH QSE,4,BRP INTERMEDIATECO I LLC,BRPANGLE_RN,,,
BRP Angleton (DGR),10.0,10.0,BRPANGLE_LD1,BRPANGLE_UNIT1,2020-12-10,2022-10-25,,Brazoria,77515,29.167065,-95.44065,houston,,,,2020-12-10,Battery,False,,,Coastal,Broad Reach Power LLC,7,BROAD REACH QSE,4,BRP INTERMEDIATECO I LLC,BRPANGLE_RN,,,
Bright Arrow U2,52.8,101.8,BR_ARROW_LD2,BR_ARROW_BESS2,2025-06-30,2050-01-01,Texas,Hopkins,,33.22392,-95.73077,north,345,,,2025-06-30,Battery,True,Solar,173.9,North,RWE,22,RWE CLEAN ENERGY QSE LLC,18,RWE CLEAN ENERGY LLC,BR_ARROW_ALL,,,
Bright Arrow U1,49.3,95.0,BR_ARROW_LD1,BR_ARROW_BESS1,2025-06-30,2050-01-01,Texas,Hopkins,,33.22392,-95.73077,north,345,,,2025-06-30,Battery,True,Solar,127.3,North,RWE,22,RWE CLEAN ENERGY QSE LLC,18,RWE CLEAN ENERGY LLC,BR_ARROW_ALL,,,
Brazoria (DGR),10.0,10.0,BRAZORIA_LD1,BRAZORIA_UNIT1,2024-05-01,2050-01-01,,Brazoria,77422,29.062635,-95.57759,houston,,,,2020-11-14,Battery,False,,,Coastal,ENGIE,77,ENGIE ENERGY MARKETING NA INC,53,ENGIE,BRP_BRAZ_RN,,,
Brazoria (DGR),10.0,10.0,BRAZORIA_LD1,BRAZORIA_UNIT1,2023-10-09,2024-04-30,,Brazoria,77422,29.062635,-95.57759,houston,,,,2020-11-14,Battery,False,,,Coastal,ENGIE,54,BROAD REACH QSE I LLC (,39,BRP INTERMEDIATECO I LLC,BRP_BRAZ_RN,,,
Brazoria (DGR),10.0,10.0,BRAZORIA_LD1,BRAZORIA_UNIT1,2023-09-01,2023-10-08,,Brazoria,77422,29.062635,-95.57759,houston,,,,2020-11-14,Battery,False,,,Coastal,ENGIE,54,BROAD REACH QSE I LLC (,4,BRP INTERMEDIATECO I LLC,BRP_BRAZ_RN,,,
Brazoria (DGR),10.0,10.0,BRAZORIA_LD1,BRAZORIA_UNIT1,2023-04-26,2023-08-31,,Brazoria,77422,29.062635,-95.57759,houston,,,,2020-11-14,Battery,False,,,Coastal,Broad Reach Power LLC,54,BROAD REACH QSE I LLC (,4,BRP INTERMEDIATECO I LLC,BRP_BRAZ_RN,,,
Brazoria (DGR),10.0,10.0,BRAZORIA_LD1,BRAZORIA_UNIT1,2022-08-03,2023-04-25,,Brazoria,77422,29.062635,-95.57759,houston,,,,2020-11-14,Battery,False,,,Coastal,Broad Reach Power LLC,7,BROAD REACH QSE,4,BRP INTERMEDIATECO I LLC,BRP_BRAZ_RN,,,
Brazoria (DGR),10.0,10.0,BRP_BRAZ_LD1,BRP_BRAZ_UNIT1,2020-11-14,2022-08-02,,Brazoria,77422,29.062635,-95.57759,houston,,,,2020-11-14,Battery,False,,,Coastal,Broad Reach Power LLC,7,BROAD REACH QSE,4,BRP INTERMEDIATECO I LLC,BRP_BRAZ_RN,,,
BoCo,154.0,300.0,BOCO_ESS_LD1,BOCO_ESS_ESS1,2024-08-12,2050-01-01,Texas,Borden,,32.72233,-101.6385,west,,,,2024-08-12,,False,,,West,Aypa Power,76,TENASKA POWER SERVICES CO,57,BORDEN COUNTY BATTERY ENERGY STORAGE SYSTEM LLC (DME),BOCO_ESS_RN,Canadian Solar,Aypa Power,Canadian Solar
Bocanova,150.0,300.0,BCNV_ESS_LD1,BCNV_ESS_BESS1,2025-08-28,2050-01-01,Texas,Brazoria,,29.435422,-95.2511,houston,138,,,2025-08-28,,False,,,Coastal,Nightpeak Energy,1138,SHELL ENERGY NORTH AMERICA (US) LP,1103,BOCANOVA POWER LLC,BCNV_RN,,Nightpeak Energy,
Blue Summit,30.0,12.6,BLSUMMIT_LD1,BLSUMMIT_BATTERY,2017-02-24,2050-01-31,Texas,Wilbarger,79225,34.299,-99.399,west,,,,2017-02-24,Battery,False,,,West,NextEra Energy Resources,24,NEXTERA ENERGY MARKETING LLC,27,BLUE SUMMIT STORAGE LLC,BLSMT1_5_A_6,,NextEra Energy Resources,
Blue Jay,50.0,75.0,BLUEJAY_LD1,BLUEJAY_BESS1,2023-06-30,2050-01-01,Texas,Grimes,77861,30.7115,-96.0641,north,,49.999998,50.0,2023-06-30,battery,True,solar,270.0,North,Enel North America,57,ENEL TRADING NORTH AMERICA LLC,15,ENEL TRADING NORTH AMERICA LLC,BLUEJAY_RN,,,
Blevins,188.0,360.0,BLVN_SLR_LD1,BLVN_SLR_BESS1,2025-11-26,2049-12-31,Texas,Falls,,31.223,-97.209,north,,181.0,181.0,2025-11-26,Battery,True,Solar,271.0,North,National Grid Renewables,1121,SHELL ENERGY NORTH AMERICA (US) LP,1116,SHELL ENERGY NORTH AMERICA (US),BLVN_RN,,Geronimo Power,
Black Springs,120.0,290.0,BLACKSPR_LD1,BLACKSPR_UNIT1,2026-04-01,2049-12-31,Texas,Palo Pinto,,32.8682,-98.1367,north,,,,2025-12-23,Battery,False,,,North,Brookfield Renewable,1153,Brookfield Renewable Trading and Marketing,1121,BLACK SPRINGS BESS LLC,BLACKSPR_RN,Tesla,Brookfield Renewable,CATL
Black Springs,120.0,290.0,BLACKSPR_LD1,BLACKSPR_UNIT1,2025-12-23,2026-03-31,Texas,Palo Pinto,,32.8682,-98.1367,north,,,,2025-12-23,Battery,False,,,North,Brookfield Renewable,1142,Brookfield Renewable Trading and Marketing,1121,BLACK SPRINGS BESS LLC,BLACKSPR_RN,Tesla,Brookfield Renewable,CATL
Bexar,102.6,100.0,,,2026-03-12,2050-01-01,Texas,Bexar,,29.271,-98.456,,138,,,2026-03-12,,False,,,South,Goshe,1151,TENASKA POWER SERVICES CO,1141,Bexar ESS LLC,BEXAR_ES_RN,,Goshe,
Beck Road,9.99,24.0,,,2026-05-27,2049-12-31,Texas,Bexar,,,,south,,,,2026-05-27,Battery,False,,,South,B2U Storage Solutions,56,Tenaska,1148,Bexar Corrilla LLC,Z0_DGR2_RN,B2U Storage Solutions,B2U Storage Solutions,
Bay City,9.9,9.9,BAY_CITY_LD1,BAY_CITY_BESS,2023-10-27,2050-01-01,Texas,Matagorda,,28.987572,-95.96984,houston,,,,2023-10-27,Battery,False,,,Coastal,SMT Energy,65,TENASKA POWER SERVICES CO,41,SMT TX MANAGEMENT LLC,BAYC_BESS_RN,,,
Bat Cave,100.5,110.0,BATCAVE_LD1,BATCAVE_BES1,2024-05-01,2050-01-01,,Mason,76856,30.737745,-99.23178,south,,,,2021-10-22,Battery,False,,,South,ENGIE,77,ENGIE ENERGY MARKETING NA INC,53,ENGIE,BATCAVE_RN,,Plus Power,
Bat Cave,100.5,110.0,BATCAVE_LD1,BATCAVE_BES1,2023-10-09,2024-04-30,,Mason,76856,30.737745,-99.23178,south,,,,2021-10-22,Battery,False,,,South,ENGIE,54,BROAD REACH QSE I LLC (,39,BRP INTERMEDIATECO I LLC,BATCAVE_RN,,Plus Power,
Bat Cave,100.5,110.0,BATCAVE_LD1,BATCAVE_BES1,2023-09-01,2023-10-08,,Mason,76856,30.737745,-99.23178,south,,,,2021-10-22,Battery,False,,,South,ENGIE,54,BROAD REACH QSE I LLC (,4,BRP INTERMEDIATECO I LLC,BATCAVE_RN,,Plus Power,
Bat Cave,100.5,110.0,BATCAVE_LD1,BATCAVE_BES1,2023-04-26,2023-08-31,,Mason,76856,30.737745,-99.23178,south,,,,2021-10-22,Battery,False,,,South,Broad Reach Power LLC,54,BROAD REACH QSE I LLC (,4,BRP INTERMEDIATECO I LLC,BATCAVE_RN,,Plus Power,
Bat Cave,100.5,110.0,BATCAVE_LD1,BATCAVE_BES1,2021-10-22,2023-04-25,,Mason,76856,30.737745,-99.23178,south,,,,2021-10-22,Battery,False,,,South,Broad Reach Power LLC,7,BROAD REACH QSE,4,BRP INTERMEDIATECO I LLC,BATCAVE_RN,,Plus Power,
Azure Sky Wind,121.8,180.0,VORTEX_LD1,VORTEX_BESS1,2023-09-29,2050-01-01,TX,Throckmorton,,32.998948,-99.5985,north,,,,2023-09-29,Battery co-located (wind),True,Wind,350.0,West,Enel North America,66,ENEL TRADING NORTH AMERICA LLC,15,ENEL TRADING NORTH AMERICA LLC,VORT_ALL_RN,,Enel Green Power,
Azure Sky Solar,77.6,116.0,AZURE_LD1,AZURE_BESS1,2022-05-16,2050-01-31,,Haskell,,32.998948,-99.5985,west,,,,2022-05-12,Co-located battery (Solar),True,solar,284.0,West,Enel North America,18,ENEL TRADING NORTH AMERICA LLC,15,ENEL TRADING NORTH AMERICA LLC,AZURE_RN,,Enel Green Power,
Avila,160.0,320.0,AVIL_ESS_LD1,AVIL_ESS_BES1,2025-09-25,2050-01-01,Texas,Pecos,,30.904629,-102.9159,west,,,,2025-09-09,,False,,,West,ENGIE,1131,ENGIE ENERGY MARKETING NA INC,53,ENGIE,AVIL_ESS_RN,,,
Avila,160.0,320.0,AVIL_ESS_LD1,AVIL_ESS_BES1,2025-09-09,2025-09-24,Texas,Pecos,,30.904629,-102.9159,west,,,,2025-09-09,,False,,,West,ENGIE,1124,ENGIE,53,ENGIE,AVIL_ESS_RN,,,
Antila,72.38,140.0,ANTL_ESS_LD1,ANTL_ESS_BES1,2025-08-12,2050-01-01,Texas,Val Verde,,29.6114,-100.811,south,138,,,2025-08-12,,False,,,West,ENGIE,1131,ENGIE ENERGY MARKETING NA INC,53,ENGIE,ANTL_ESS_ES1,,ENGIE,Tesla
Anole,247.1,480.0,ANOL_ESS_LD1,ANOL_ESS_BES1,2025-07-22,2050-01-01,Texas,Dallas,,32.552083,-96.53993,north,345,247.1,247.1,2025-07-22,Battery,False,,,North,esVolta,1111,ESV ENERGY MANAGEMENT LLC,1099,ANOLE ENERGY STORAGE LLC,ANOL_ESS_RN,,,
Angleton,9.9,9.9,AE_LD1,AE_BESS,2025-09-04,2050-01-01,Texas,Brazoria,77422,29.2261,-95.4278,houston,138,10.0,9.9,2025-03-18,,False,,,Coastal,On.Energy,56,Tenaska,1085,WINMIL CLEAN ENERGY CENTER LLC,AE_RN,On.Energy,On.Energy,
Angleton,9.9,9.9,AE_LD1,AE_BESS,2025-03-18,2025-09-03,Texas,Brazoria,77422,29.2261,-95.4278,houston,138,10.0,9.9,2025-03-18,,False,,,Coastal,On.Energy,1106,TYR ENERGY LLC,1085,WINMIL CLEAN ENERGY CENTER LLC,AE_RN,On.Energy,On.Energy,
Angelo,103.0,200.0,ANG_SLR_LD1,ANG_SLR_BESS1,2025-06-30,2050-01-01,Texas,Tom Green,76901,31.513643,-100.5836,west,345,,,2025-06-30,Battery,True,Solar,195.41,West,Apex Clean Energy,56,Tenaska,1097,APEX CLEAN ENERGY HOLDINGS LLC,ANG_ALL,Powin Energy,Apex Clean Energy,
Anemoi,205.0,400.0,ANEM_ESS_LD1,ANEM_ESS_BESS1,2024-06-11,2050-01-01,Texas,Hidalgo,,26.45,-98.48,south,,205.0,205.0,2024-06-11,Battery,False,,,South,Plus Power,81,ENGIE ENERGY MARKETING NA INC,34,GAMBIT ENERGY STORAGE LLC,ANEM_ESS_RN,,Plus Power,
Andromeda 2 (SLF),78.0,156.0,ANDMDSLR_LD2,ANDMDSLR_BESS2,2026-04-18,2049-12-31,Texas,Scurry,,32.884896,-100.746416,west,,,,2025-10-06,Battery,False,,,West,IPX Power,1132,IP LUMINA II LLC,1143,IPX Power,ANDMDSLR_ALL,Tesla,Intersect Power,Tesla
Andromeda 2 (SLF),78.0,156.0,ANDMDSLR_LD2,ANDMDSLR_BESS2,2025-10-06,2026-04-17,Texas,Scurry,,32.884896,-100.746416,west,,,,2025-10-06,Battery,False,,,West,IPX Power,1132,IP LUMINA II LLC,1114,IP LUMINA II LLC,ANDMDSLR_ALL,Tesla,Intersect Power,Tesla
Andromeda 1 (SLF),82.0,164.0,ANDMDSLR_LD1,ANDMDSLR_BESS1,2026-04-18,2049-12-31,Texas,Scurry,,32.884896,-101.746416,west,,,,2025-10-06,Battery,False,,,West,IPX Power,1132,IP LUMINA II LLC,1143,IPX Power,ANDMDSLR_ALL,Tesla,Intersect Power,Tesla
Andromeda 1 (SLF),82.0,164.0,ANDMDSLR_LD1,ANDMDSLR_BESS1,2025-10-06,2026-04-17,Texas,Scurry,,32.884896,-101.746416,west,,,,2025-10-06,Battery,False,,,West,IPX Power,1132,IP LUMINA II LLC,1114,IP LUMINA II LLC,ANDMDSLR_ALL,Tesla,Intersect Power,Tesla
Anchor 2,36.3,59.0,ANCHOR_LD2,ANCHOR_BESS2,2023-10-27,2050-01-01,TX,Callahan,,32.308524,-99.1642,north,,,,2023-10-27,Battery co-located (wind),True,Wind,263.0,West,Enel North America,67,ENEL TRADING NORTH AMERICA LLC,15,ENEL TRADING NORTH AMERICA LLC,ANCHOR_ALL,,Enel Green Power,
Anchor 1,35.2,54.0,ANCHOR_LD1,ANCHOR_BESS1,2023-10-27,2050-01-01,TX,Callahan,,32.308524,-99.1642,north,,,,2023-10-27,Battery co-located (wind),True,Wind,263.0,West,Enel North America,67,ENEL TRADING NORTH AMERICA LLC,15,ENEL TRADING NORTH AMERICA LLC,ANCHOR_ALL,,Enel Green Power,
Alvin (DGR),10.0,10.0,ALVIN_LD1,ALVIN_UNIT1,2024-05-01,2050-01-01,Texas,Brazoria,77511,29.433245,-95.24937,houston,,,,2020-09-18,Battery,False,,,Coastal,ENGIE,77,ENGIE ENERGY MARKETING NA INC,53,ENGIE,ALVIN_RN,,,
Alvin (DGR),10.0,10.0,ALVIN_LD1,ALVIN_UNIT1,2023-10-09,2024-04-30,Texas,Brazoria,77511,29.433245,-95.24937,houston,,,,2020-09-18,Battery,False,,,Coastal,ENGIE,54,BROAD REACH QSE I LLC (,39,BRP INTERMEDIATECO I LLC,ALVIN_RN,,,
Alvin (DGR),10.0,10.0,ALVIN_LD1,ALVIN_UNIT1,2023-09-01,2023-10-08,Texas,Brazoria,77511,29.433245,-95.24937,houston,,,,2020-09-18,Battery,False,,,Coastal,ENGIE,54,BROAD REACH QSE I LLC (,4,BRP INTERMEDIATECO I LLC,ALVIN_RN,,,
Alvin (DGR),10.0,10.0,ALVIN_LD1,ALVIN_UNIT1,2023-04-26,2023-08-31,Texas,Brazoria,77511,29.433245,-95.24937,houston,,,,2020-09-18,Battery,False,,,Coastal,Broad Reach Power LLC,54,BROAD REACH QSE I LLC (,4,BRP INTERMEDIATECO I LLC,ALVIN_RN,,,
Alvin (DGR),10.0,10.0,ALVIN_LD1,ALVIN_UNIT1,2022-10-19,2023-04-25,Texas,Brazoria,77511,29.433245,-95.24937,houston,,,,2020-09-18,Battery,False,,,Coastal,Broad Reach Power LLC,7,BROAD REACH QSE,4,BRP INTERMEDIATECO I LLC,ALVIN_RN,,,
Alvin (DGR),10.0,10.0,BRPALVIN_LD1,BRPALVIN_UNIT1,2020-09-18,2022-10-18,Texas,Brazoria,77511,29.433245,-95.24937,houston,,,,2020-09-18,Battery,False,,,Coastal,Broad Reach Power LLC,7,BROAD REACH QSE,4,BRP INTERMEDIATECO I LLC,ALVIN_RN,,,
Al Pastor,103.1,145.0,ALP_BESS_LD1,ALP_BESS_BESS1,2024-11-01,2050-01-01,Texas,Dawson,,32.7171,-101.9378,west,,,,2024-11-01,Battery,False,,,West,UBS Asset Management,92,HABITAT ENERGY INC (QSE),64,HABITAT ENERGY INC (DME),ALP_BESS_RN,,UBS Asset Management,Canadian Solar
Alamo Street,9.9,18.0,,,2026-02-10,2050-01-01,Texas,Pecos,,30.9064,-102.932,,69,,,2026-02-10,Battery,False,,,West,On.Energy,1148,SYSO INC,1130,ALAMO CLEAN ENERGY CENTER LLC,ALAMO_ST_RN,,On.Energy,
Adlong,60.0,60.0,ADL_LD1,ADL1_BESS1,2025-12-30,2050-01-01,Texas,Harris,,30.015366,-95.037359,,,,,2025-12-30,,True,Solar,60.0,Houston,Brookfield Renewable,56,Tenaska,1123,LIBERTY 1 SOLAR LLC,ADL_RN,,X-Elio,
Abilene Industrial Park,9.9,27.0,,,2026-04-28,2049-12-31,,Taylor,,32.4699,-99.8168,west,,,,2026-04-28,Battery,False,,,West,Shell,1159,Shell,1155,Shell,ABINDUST_RN,,Shell,
Abilene Elmcreek,9.9,27.0,,,2026-04-28,2049-12-31,,Taylor,,32.4629,-99.795,west,,,,2026-04-28,Battery,False,,,West,Shell,1159,Shell,1154,Shell,ELMCRK_RN,,Shell,
